,Narrative,document number
11389,16.0,08-0935
11390,-1.0,08-0937
11391,55.0,08-0938
11392,-1.0,08-0939
11393,-1.0,08-0941
11394,-1.0,08-0942
11395,31.0,08-0943
11396,19.0,08-0944
11397,-1.0,08-0946
11398,-1.0,08-0947
11399,19.0,08-0948
11400,67.0,08-0949
11401,10.0,08-0951
11402,38.0,08-0952
11403,-1.0,08-0953
11404,17.0,08-0954
11405,-1.0,08-0955
11406,16.0,08-0956
11407,37.0,08-0957
11408,16.0,08-0958
11409,-1.0,08-0959
11410,-1.0,08-0961
11411,-1.0,08-0962
11412,48.0,08-0963
11413,61.0,08-0964
11414,-1.0,08-0965
11415,6.0,08-0966
11416,6.0,08-0967
11417,0.0,08-0969
11418,17.0,08-0971
11419,-1.0,08-0972
11420,-1.0,09-0001
11421,37.0,09-0002
11422,-1.0,09-0003
11423,0.0,09-0004
11424,-1.0,09-0005
11425,-1.0,09-0006
11426,10.0,09-0007
11427,62.0,09-0008
11428,55.0,09-0009
11429,13.0,09-0012
11430,8.0,09-0013
11431,1.0,09-0014
11432,0.0,09-0015
11433,0.0,09-0016
11434,2.0,09-0017
11435,57.0,09-0018
11436,45.0,09-0019
11437,57.0,09-0021
11438,1.0,09-0022
11439,83.0,09-0023
11440,-1.0,09-0024
11441,12.0,09-0025
11442,-1.0,09-0026
11443,-1.0,09-0027
11444,14.0,09-0028
11445,32.0,09-0029
11446,79.0,09-0031
11447,40.0,09-0032
11448,1.0,09-0033
11449,61.0,09-0035
11450,-1.0,09-0037
11451,9.0,09-0041
11452,9.0,09-0042
11453,9.0,09-0043
11454,16.0,09-0044
11455,-1.0,09-0045
11456,-1.0,09-0047
11457,27.0,09-0048
11458,9.0,09-0049
11459,16.0,09-0051
11460,29.0,09-0052
11461,1.0,09-0053
11462,30.0,09-0054
11463,37.0,09-0055
11464,7.0,09-0056
11465,4.0,09-0057
11466,0.0,09-0058
11467,-1.0,09-0059
11468,10.0,09-0062
11469,0.0,09-0063
11470,-1.0,09-0066
11471,7.0,09-0071
11472,-1.0,09-0072
11473,1.0,09-0073
11474,0.0,09-0074
11475,-1.0,09-0075
11476,-1.0,09-0079
11477,2.0,09-0081
11478,-1.0,09-0082
11479,36.0,09-0084
11480,11.0,09-0085
11481,0.0,09-0086
11482,0.0,09-0087
11483,-1.0,09-0088
11484,-1.0,09-0089
11485,7.0,09-0092
11486,21.0,09-0093
11487,5.0,09-0094
11488,-1.0,09-0095
11489,1.0,09-0096
11490,-1.0,09-0097
11491,91.0,09-0098
11492,-1.0,09-0099
11493,5.0,09-0101
11494,-1.0,09-0102
11495,1.0,09-0103
11496,22.0,09-0104
11497,-1.0,09-0105
11498,23.0,09-0106
11499,56.0,09-0107
11500,4.0,09-0108
11501,77.0,09-0109
11502,-1.0,09-0111
11503,56.0,09-0112
11504,3.0,09-0113
11505,6.0,09-0114
11506,-1.0,09-0115
11507,0.0,09-0116
11508,-1.0,09-0117
11509,3.0,09-0118
11510,2.0,09-0119
11511,1.0,09-0121
11512,12.0,09-0122
11513,34.0,09-0124
11514,1.0,09-0128
11515,-1.0,09-0135
11516,43.0,09-0136
11517,1.0,09-0137
11518,-1.0,09-0138
11519,9.0,09-0139
11520,71.0,09-0142
11521,-1.0,09-0143
11522,-1.0,09-0144
11523,16.0,09-0145
11524,0.0,09-0146
11525,21.0,09-0147
11526,6.0,09-0148
11527,4.0,09-0149
11528,-1.0,09-0151
11529,0.0,09-0152
11530,11.0,09-0153
11531,90.0,09-0156
11532,1.0,09-0157
11533,2.0,09-0158
11534,1.0,09-0159
11535,-1.0,09-0161
11536,-1.0,09-0162
11537,0.0,09-0163
11538,73.0,09-0164
11539,-1.0,09-0165
11540,36.0,09-0166
11541,1.0,09-0167
11542,16.0,09-0168
11543,-1.0,09-0172
11544,2.0,09-0173
11545,0.0,09-0174
11546,1.0,09-0176
11547,1.0,09-0177
11548,2.0,09-0178
11549,97.0,09-0179
11550,-1.0,09-0181
11551,25.0,09-0182
11552,-1.0,09-0183
11553,8.0,09-0184
11554,39.0,09-0186
11555,1.0,09-0187
11556,-1.0,09-0189
11557,-1.0,09-0191
11558,-1.0,09-0192
11559,0.0,09-0193
11560,47.0,09-0194
11561,2.0,09-0195
11562,-1.0,09-0196
11563,-1.0,09-0198
11564,-1.0,09-0199
11565,13.0,09-0201
11566,5.0,09-0202
11567,0.0,09-0203
11568,30.0,09-0204
11569,15.0,09-0206
11570,36.0,09-0207
11571,2.0,09-0208
11572,-1.0,09-0209
11573,40.0,09-0211
11574,-1.0,09-0212
11575,-1.0,09-0213
11576,30.0,09-0214
11577,23.0,09-0215
11578,26.0,09-0218
11579,82.0,09-0219
11580,-1.0,09-0221
11581,12.0,09-0222
11582,-1.0,09-0223
11583,-1.0,09-0225
11584,-1.0,09-0226
11585,-1.0,09-0227
11586,2.0,09-0228
11587,4.0,09-0229
11588,-1.0,09-0231
11589,1.0,09-0232
11590,-1.0,09-0233
11591,-1.0,09-0234
11592,39.0,09-0235
11593,17.0,09-0236
11594,1.0,09-0239
11595,0.0,09-0241
11596,-1.0,09-0243
11597,-1.0,09-0244
11598,1.0,09-0245
11599,-1.0,09-0246
11600,-1.0,09-0247
11601,-1.0,09-0249
11602,16.0,09-0251
11603,41.0,09-0253
11604,1.0,09-0255
11605,2.0,09-0256
11606,-1.0,09-0257
11607,-1.0,09-0258
11608,28.0,09-0259
11609,-1.0,09-0262
11610,-1.0,09-0263
11611,1.0,09-0264
11612,11.0,09-0266
11613,-1.0,09-0268
11614,7.0,09-0269
11615,-1.0,09-0271
11616,30.0,09-0272
11617,-1.0,09-0274
11618,-1.0,09-0277
11619,47.0,09-0278
11620,49.0,09-0279
11621,11.0,09-0281
11622,-1.0,09-0282
11623,-1.0,09-0283
11624,10.0,09-0284
11625,-1.0,09-0285
11626,-1.0,09-0286
11627,10.0,09-0289
11628,0.0,09-0292
11629,1.0,09-0296
11630,-1.0,09-0297
11631,46.0,09-0299
11632,-1.0,09-0301
11633,0.0,09-0302
11634,-1.0,09-0303
11635,48.0,09-0304
11636,-1.0,09-0306
11637,-1.0,09-0307
11638,0.0,09-0308
11639,7.0,09-0309
11640,0.0,09-0312
11641,-1.0,09-0313
11642,45.0,09-0315
11643,-1.0,09-0316
11644,-1.0,09-0317
11645,25.0,09-0319
11646,-1.0,09-0322
11647,9.0,09-0323
11648,-1.0,09-0324
11649,54.0,09-0325
11650,-1.0,09-0327
11651,-1.0,09-0328
11652,-1.0,09-0331
11653,12.0,09-0332
11654,-1.0,09-0333
11655,80.0,09-0334
11656,-1.0,09-0336
11657,2.0,09-0337
11658,33.0,09-0338
11659,9.0,09-0339
11660,7.0,09-0341
11661,-1.0,09-0342
11662,13.0,09-0344
11663,-1.0,09-0345
11664,-1.0,09-0346
11665,35.0,09-0347
11666,1.0,09-0348
11667,-1.0,09-0351
11668,-1.0,09-0352
11669,9.0,09-0354
11670,-1.0,09-0355
11671,13.0,09-0356
11672,-1.0,09-0357
11673,-1.0,09-0358
11674,5.0,09-0359
11675,19.0,09-0362
11676,-1.0,09-0363
11677,3.0,09-0364
11678,12.0,09-0365
11679,23.0,09-0366
11680,-1.0,09-0367
11681,-1.0,09-0368
11682,10.0,09-0369
11683,-1.0,09-0372
11684,-1.0,09-0374
11685,8.0,09-0375
11686,-1.0,09-0376
11687,-1.0,09-0377
11688,-1.0,09-0378
11689,-1.0,09-0379
11690,-1.0,09-0381
11691,-1.0,09-0382
11692,2.0,09-0383
11693,-1.0,09-0384
11694,11.0,09-0385
11695,-1.0,09-0386
11696,6.0,09-0387
11697,0.0,09-0388
11698,10.0,09-0391
11699,-1.0,09-0392
11700,9.0,09-0394
11701,-1.0,09-0395
11702,11.0,09-0397
11703,15.0,09-0398
11704,-1.0,09-0399
11705,0.0,09-0401
11706,8.0,09-0402
11707,0.0,09-0405
11708,70.0,09-0406
11709,-1.0,09-0407
11710,6.0,09-0408
11711,0.0,09-0411
11712,-1.0,09-0412
11713,10.0,09-0414
11714,-1.0,09-0415
11715,16.0,09-0416
11716,-1.0,09-0417
11717,6.0,09-0418
11718,18.0,09-0419
11719,0.0,09-0421
11720,2.0,09-0422
11721,-1.0,09-0423
11722,0.0,09-0424
11723,-1.0,09-0425
11724,-1.0,09-0426
11725,31.0,09-0427
11726,-1.0,09-0428
11727,-1.0,09-0429
11728,10.0,09-0431
11729,0.0,09-0432
11730,2.0,09-0433
11731,-1.0,09-0434
11732,57.0,09-0436
11733,0.0,09-0437
11734,-1.0,09-0438
11735,57.0,09-0439
11736,28.0,09-0441
11737,-1.0,09-0442
11738,-1.0,09-0444
11739,-1.0,09-0447
11740,-1.0,09-0448
11741,6.0,09-0449
11742,8.0,09-0451
11743,2.0,09-0453
11744,1.0,09-0454
11745,-1.0,09-0455
11746,-1.0,09-0456
11747,-1.0,09-0457
11748,-1.0,09-0458
11749,1.0,09-0459
11750,1.0,09-0462
11751,0.0,09-0463
11752,2.0,09-0464
11753,0.0,09-0466
11754,9.0,09-0467
11755,11.0,09-0469
11756,46.0,09-0471
11757,63.0,09-0472
11758,28.0,09-0473
11759,9.0,09-0474
11760,25.0,09-0475
11761,-1.0,09-0476
11762,15.0,09-0477
11763,-1.0,09-0478
11764,-1.0,09-0479
11765,4.0,09-0481
11766,16.0,09-0482
11767,-1.0,09-0483
11768,0.0,09-0484
11769,-1.0,09-0485
11770,13.0,09-0486
11771,21.0,09-0487
11772,88.0,09-0488
11773,33.0,09-0489
11774,-1.0,09-0491
11775,-1.0,09-0492
11776,0.0,09-0493
11777,70.0,09-0494
11778,-1.0,09-0495
11779,0.0,09-0496
11780,0.0,09-0498
11781,29.0,09-0499
11782,-1.0,09-0502
11783,19.0,09-0505
11784,27.0,09-0506
11785,-1.0,09-0507
11786,15.0,09-0508
11787,-1.0,09-0509
11788,7.0,09-0511
11789,8.0,09-0512
11790,-1.0,09-0514
11791,15.0,09-0515
11792,97.0,09-0516
11793,0.0,09-0517
11794,2.0,09-0518
11795,-1.0,09-0519
11796,23.0,09-0521
11797,36.0,09-0522
11798,-1.0,09-0523
11799,1.0,09-0525
11800,2.0,09-0526
11801,27.0,09-0527
11802,-1.0,09-0528
11803,-1.0,09-0529
11804,5.0,09-0531
11805,-1.0,09-0532
11806,1.0,09-0533
11807,0.0,09-0534
11808,18.0,09-0535
11809,0.0,09-0536
11810,-1.0,09-0537
11811,27.0,09-0538
11812,40.0,09-0539
11813,2.0,09-0541
11814,-1.0,09-0542
11815,-1.0,09-0543
11816,-1.0,09-0544
11817,-1.0,09-0545
11818,18.0,09-0546
11819,1.0,09-0548
11820,-1.0,09-0549
11821,-1.0,09-0551
11822,-1.0,09-0552
11823,17.0,09-0553
11824,-1.0,09-0554
11825,-1.0,09-0555
11826,15.0,09-0556
11827,28.0,09-0557
11828,-1.0,09-0558
11829,-1.0,09-0559
11830,6.0,09-0561
11831,-1.0,09-0562
11832,12.0,09-0564
11833,19.0,09-0565
11834,86.0,09-0566
11835,13.0,09-0567
11836,41.0,09-0568
11837,2.0,09-0569
11838,-1.0,09-0571
11839,-1.0,09-0572
11840,10.0,09-0573
11841,12.0,09-0574
11842,0.0,09-0575
11843,-1.0,09-0576
11844,-1.0,09-0577
11845,0.0,09-0578
11846,91.0,09-0579
11847,-1.0,09-0581
11848,2.0,09-0582
11849,-1.0,09-0583
11850,-1.0,09-0584
11851,1.0,09-0585
11852,8.0,09-0587
11853,74.0,09-0588
11854,-1.0,09-0589
11855,29.0,09-0591
11856,-1.0,09-0592
11857,-1.0,09-0593
11858,-1.0,09-0594
11859,-1.0,09-0595
11860,4.0,09-0596
11861,35.0,09-0597
11862,28.0,09-0598
11863,3.0,09-0601
11864,-1.0,09-0602
11865,4.0,09-0606
11866,7.0,09-0607
11867,4.0,09-0608
11868,19.0,09-0609
11869,10.0,09-0611
11870,24.0,09-0612
11871,-1.0,09-0613
11872,7.0,09-0614
11873,14.0,09-0615
11874,-1.0,09-0616
11875,-1.0,09-0617
11876,13.0,09-0618
11877,51.0,09-0619
11878,-1.0,09-0621
11879,17.0,09-0622
11880,-1.0,09-0623
11881,-1.0,09-0624
11882,27.0,09-0625
11883,-1.0,09-0626
11884,0.0,09-0627
11885,-1.0,09-0629
11886,-1.0,09-0631
11887,0.0,09-0632
11888,-1.0,09-0633
11889,-1.0,09-0634
11890,-1.0,09-0635
11891,-1.0,09-0636
11892,0.0,09-0637
11893,-1.0,09-0638
11894,-1.0,09-0639
11895,-1.0,09-0641
11896,54.0,09-0642
11897,16.0,09-0643
11898,-1.0,09-0644
11899,31.0,09-0646
11900,-1.0,09-0648
11901,2.0,09-0649
11902,18.0,09-0651
11903,-1.0,09-0653
11904,54.0,09-0655
11905,0.0,09-0657
11906,8.0,09-0658
11907,-1.0,09-0661
11908,29.0,09-0662
11909,19.0,09-0663
11910,-1.0,09-0664
11911,5.0,09-0665
11912,2.0,09-0666
11913,38.0,09-0667
11914,2.0,09-0668
11915,-1.0,09-0669
11916,3.0,09-0671
11917,35.0,09-0672
11918,-1.0,09-0677
11919,7.0,09-0678
11920,-1.0,09-0679
11921,18.0,09-0681
11922,12.0,09-0682
11923,-1.0,09-0683
11924,-1.0,09-0684
11925,16.0,09-0685
11926,2.0,09-0686
11927,2.0,09-0687
11928,39.0,09-0688
11929,-1.0,09-0689
11930,-1.0,09-0691
11931,15.0,09-0692
11932,-1.0,09-0693
11933,1.0,09-0694
11934,-1.0,09-0695
11935,-1.0,09-0696
11936,-1.0,09-0697
11937,1.0,09-0698
11938,54.0,09-0701
11939,39.0,09-0702
11940,-1.0,09-0703
11941,-1.0,09-0704
11942,-1.0,09-0705
11943,5.0,09-0706
11944,-1.0,09-0707
11945,10.0,09-0708
11946,22.0,09-0709
11947,-1.0,09-0711
11948,-1.0,09-0712
11949,-1.0,09-0713
11950,6.0,09-0714
11951,35.0,09-0715
11952,18.0,09-0716
11953,-1.0,09-0717
11954,6.0,09-0718
11955,-1.0,09-0719
11956,7.0,09-0722
11957,38.0,09-0723
11958,2.0,09-0724
11959,63.0,09-0725
11960,-1.0,09-0726
11961,-1.0,09-0727
11962,46.0,09-0728
11963,27.0,09-0731
11964,31.0,09-0732
11965,-1.0,09-0733
11966,0.0,09-0734
11967,0.0,09-0735
11968,-1.0,09-0736
11969,2.0,09-0737
11970,6.0,09-0738
11971,3.0,09-0742
11972,-1.0,09-0743
11973,-1.0,09-0746
11974,0.0,09-0747
11975,17.0,09-0749
11976,63.0,09-0751
11977,-1.0,09-0752
11978,9.0,09-0753
11979,52.0,09-0755
11980,12.0,09-0756
11981,2.0,09-0757
11982,63.0,09-0758
11983,17.0,09-0759
11984,68.0,09-0761
11985,28.0,09-0762
11986,1.0,09-0763
11987,54.0,09-0764
11988,9.0,09-0765
11989,-1.0,09-0766
11990,-1.0,09-0767
11991,-1.0,09-0768
11992,13.0,09-0769
11993,16.0,09-0771
11994,2.0,09-0773
11995,2.0,09-0774
11996,-1.0,09-0775
11997,0.0,09-0776
11998,4.0,09-0777
11999,1.0,09-0778
12000,7.0,09-0781
12001,-1.0,09-0782
12002,4.0,09-0783
12003,0.0,09-0784
12004,19.0,09-0785
12005,-1.0,09-0786
12006,2.0,09-0787
12007,8.0,09-0788
12008,-1.0,09-0789
12009,0.0,09-0791
12010,12.0,09-0792
12011,-1.0,09-0793
12012,35.0,09-0794
12013,0.0,09-0795
12014,41.0,09-0796
12015,6.0,09-0797
12016,0.0,09-0798
12017,1.0,09-0799
12018,4.0,09-0801
12019,18.0,09-0802
12020,0.0,09-0803
12021,27.0,09-0804
12022,-1.0,09-0805
12023,-1.0,09-0806
12024,53.0,09-0808
12025,41.0,09-0809
12026,-1.0,09-0811
12027,-1.0,09-0812
12028,-1.0,09-0813
12029,-1.0,09-0815
12030,0.0,09-0816
12031,41.0,09-0817
12032,5.0,09-0819
12033,41.0,09-0821
12034,-1.0,09-0822
12035,15.0,09-0823
12036,-1.0,09-0824
12037,-1.0,09-0825
12038,16.0,09-0826
12039,0.0,09-0827
12040,28.0,09-0828
12041,0.0,09-0831
12042,-1.0,09-0832
12043,2.0,09-0834
12044,1.0,09-0835
12045,-1.0,09-0836
12046,0.0,09-0837
12047,-1.0,09-0839
12048,40.0,10-0002
12049,-1.0,10-0003
12050,93.0,10-0004
12051,-1.0,10-0005
12052,6.0,10-0006
12053,-1.0,10-0007
12054,23.0,10-0008
12055,-1.0,10-0009
12056,6.0,10-0011
12057,3.0,10-0012
12058,3.0,10-0013
12059,-1.0,10-0016
12060,23.0,10-0017
12061,29.0,10-0018
12062,28.0,10-0019
12063,6.0,10-0022
12064,-1.0,10-0024
12065,-1.0,10-0025
12066,9.0,10-0026
12067,0.0,10-0029
12068,32.0,10-0031
12069,-1.0,10-0033
12070,28.0,10-0034
12071,20.0,10-0035
12072,-1.0,10-0036
12073,4.0,10-0037
12074,10.0,10-0038
12075,-1.0,10-0039
12076,13.0,10-0041
12077,29.0,10-0045
12078,15.0,10-0047
12079,3.0,10-0048
12080,-1.0,10-0049
12081,9.0,10-0054
12082,-1.0,10-0056
12083,-1.0,10-0059
12084,10.0,10-0061
12085,-1.0,10-0064
12086,28.0,10-0066
12087,24.0,10-0067
12088,6.0,10-0068
12089,-1.0,10-0069
12090,-1.0,10-0071
12091,-1.0,10-0076
12092,2.0,10-0077
12093,27.0,10-0078
12094,-1.0,10-0079
12095,-1.0,10-0081
12096,32.0,10-0082
12097,15.0,10-0083
12098,24.0,10-0086
12099,-1.0,10-0088
12100,-1.0,10-0089
12101,-1.0,10-0095
12102,-1.0,10-0096
12103,31.0,10-0097
12104,-1.0,10-0099
12105,-1.0,10-0101
12106,-1.0,10-0102
12107,-1.0,10-0104
12108,-1.0,10-0105
12109,-1.0,10-0108
12110,0.0,10-0109
12111,-1.0,10-0111
12112,34.0,10-0112
12113,3.0,10-0114
12114,-1.0,10-0117
12115,12.0,10-0118
12116,-1.0,10-0119
12117,-1.0,10-0121
12118,-1.0,10-0122
12119,-1.0,10-0123
12120,1.0,10-0124
12121,-1.0,10-0125
12122,-1.0,10-0126
12123,-1.0,10-0127
12124,54.0,10-0131
12125,-1.0,10-0133
12126,25.0,10-0134
12127,3.0,10-0139
12128,13.0,10-0141
12129,-1.0,10-0142
12130,15.0,10-0144
12131,-1.0,10-0146
12132,72.0,10-0152
12133,-1.0,10-0153
12134,69.0,10-0154
12135,69.0,10-0155
12136,-1.0,10-0156
12137,-1.0,10-0157
12138,-1.0,10-0158
12139,78.0,10-0159
12140,56.0,10-0161
12141,30.0,10-0162
12142,-1.0,10-0163
12143,25.0,10-0164
12144,31.0,10-0165
12145,11.0,10-0167
12146,-1.0,10-0169
12147,-1.0,10-0171
12148,-1.0,10-0172
12149,-1.0,10-0173
12150,7.0,10-0174
12151,56.0,10-0176
12152,-1.0,10-0177
12153,12.0,10-0178
12154,18.0,10-0179
12155,-1.0,10-0182
12156,-1.0,10-0183
12157,25.0,10-0184
12158,16.0,10-0185
12159,-1.0,10-0186
12160,66.0,10-0187
12161,3.0,10-0188
12162,20.0,10-0189
12163,3.0,10-0191
12164,-1.0,10-0192
12165,12.0,10-0194
12166,-1.0,10-0195
12167,-1.0,10-0196
12168,-1.0,10-0197
12169,0.0,10-0201
12170,-1.0,10-0204
12171,0.0,10-0205
12172,31.0,10-0207
12173,13.0,10-0211
12174,0.0,10-0212
12175,1.0,10-0214
12176,2.0,10-0216
12177,-1.0,10-0219
12178,0.0,10-0221
12179,-1.0,10-0223
12180,-1.0,10-0224
12181,-1.0,10-0225
12182,0.0,10-0226
12183,-1.0,10-0227
12184,25.0,10-0228
12185,6.0,10-0229
12186,34.0,10-0231
12187,31.0,10-0232
12188,25.0,10-0233
12189,9.0,10-0234
12190,26.0,10-0235
12191,-1.0,10-0236
12192,8.0,10-0237
12193,13.0,10-0238
12194,14.0,10-0239
12195,18.0,10-0242
12196,57.0,10-0243
12197,25.0,10-0244
12198,-1.0,10-0245
12199,8.0,10-0246
12200,-1.0,10-0247
12201,42.0,10-0248
12202,0.0,10-0249
12203,23.0,10-0251
12204,-1.0,10-0252
12205,50.0,10-0253
12206,-1.0,10-0254
12207,13.0,10-0255
12208,-1.0,10-0256
12209,8.0,10-0257
12210,27.0,10-0258
12211,-1.0,10-0259
12212,39.0,10-0261
12213,-1.0,10-0262
12214,-1.0,10-0263
12215,0.0,10-0264
12216,-1.0,10-0266
12217,0.0,10-0267
12218,21.0,10-0268
12219,37.0,10-0269
12220,34.0,10-0274
12221,93.0,10-0275
12222,-1.0,10-0276
12223,-1.0,10-0277
12224,-1.0,10-0278
12225,21.0,10-0279
12226,-1.0,10-0281
12227,-1.0,10-0283
12228,32.0,10-0284
12229,-1.0,10-0285
12230,-1.0,10-0286
12231,20.0,10-0287
12232,-1.0,10-0288
12233,-1.0,10-0289
12234,-1.0,10-0291
12235,28.0,10-0292
12236,-1.0,10-0293
12237,-1.0,10-0294
12238,28.0,10-0295
12239,8.0,10-0296
12240,22.0,10-0297
12241,70.0,10-0298
12242,28.0,10-0299
12243,-1.0,10-0301
12244,76.0,10-0302
12245,6.0,10-0303
12246,2.0,10-0304
12247,1.0,10-0305
12248,-1.0,10-0306
12249,0.0,10-0307
12250,21.0,10-0308
12251,0.0,10-0309
12252,-1.0,10-0311
12253,39.0,10-0312
12254,28.0,10-0314
12255,-1.0,10-0315
12256,-1.0,10-0316
12257,25.0,10-0317
12258,12.0,10-0318
12259,15.0,10-0319
12260,-1.0,10-0321
12261,52.0,10-0322
12262,-1.0,10-0323
12263,2.0,10-0324
12264,82.0,10-0325
12265,-1.0,10-0326
12266,3.0,10-0327
12267,28.0,10-0328
12268,3.0,10-0329
12269,-1.0,10-0331
12270,0.0,10-0332
12271,-1.0,10-0333
12272,-1.0,10-0334
12273,22.0,10-0335
12274,-1.0,10-0337
12275,28.0,10-0338
12276,5.0,10-0339
12277,-1.0,10-0342
12278,7.0,10-0343
12279,-1.0,10-0344
12280,42.0,10-0345
12281,25.0,10-0346
12282,30.0,10-0347
12283,68.0,10-0348
12284,5.0,10-0349
12285,57.0,10-0351
12286,0.0,10-0352
12287,23.0,10-0353
12288,-1.0,10-0354
12289,72.0,10-0355
12290,12.0,10-0356
12291,-1.0,10-0357
12292,-1.0,10-0358
12293,-1.0,10-0359
12294,88.0,10-0361
12295,70.0,10-0362
12296,98.0,10-0363
12297,26.0,10-0364
12298,9.0,10-0365
12299,17.0,10-0366
12300,17.0,10-0367
12301,-1.0,10-0368
12302,0.0,10-0369
12303,42.0,10-0371
12304,-1.0,10-0372
12305,1.0,10-0373
12306,-1.0,10-0374
12307,1.0,10-0375
12308,37.0,10-0376
12309,0.0,10-0377
12310,0.0,10-0378
12311,2.0,10-0379
12312,38.0,10-0381
12313,8.0,10-0383
12314,-1.0,10-0385
12315,-1.0,10-0386
12316,-1.0,10-0387
12317,1.0,10-0389
12318,2.0,10-0391
12319,-1.0,10-0392
12320,6.0,10-0393
12321,-1.0,10-0394
12322,-1.0,10-0395
12323,2.0,10-0396
12324,0.0,10-0397
12325,-1.0,10-0398
12326,-1.0,10-0399
12327,-1.0,10-0401
12328,-1.0,10-0402
12329,16.0,10-0403
12330,-1.0,10-0404
12331,0.0,10-0405
12332,0.0,10-0406
12333,1.0,10-0407
12334,-1.0,10-0408
12335,1.0,10-0409
12336,-1.0,10-0411
12337,0.0,10-0412
12338,4.0,10-0413
12339,35.0,10-0414
12340,5.0,10-0416
12341,3.0,10-0417
12342,1.0,10-0418
12343,28.0,10-0419
12344,0.0,10-0421
12345,0.0,10-0423
12346,1.0,10-0424
12347,55.0,10-0425
12348,23.0,10-0427
12349,4.0,10-0428
12350,3.0,10-0429
12351,47.0,10-0431
12352,-1.0,10-0432
12353,-1.0,10-0434
12354,19.0,10-0435
12355,34.0,10-0436
12356,7.0,10-0437
12357,30.0,10-0438
12358,-1.0,10-0439
12359,-1.0,10-0442
12360,-1.0,10-0443
12361,-1.0,10-0444
12362,43.0,10-0445
12363,1.0,10-0446
12364,-1.0,10-0447
12365,5.0,10-0448
12366,37.0,10-0449
12367,24.0,10-0451
12368,-1.0,10-0452
12369,28.0,10-0453
12370,-1.0,10-0454
12371,-1.0,10-0455
12372,31.0,10-0456
12373,44.0,10-0457
12374,-1.0,10-0458
12375,17.0,10-0459
12376,-1.0,10-0461
12377,-1.0,10-0462
12378,-1.0,10-0463
12379,-1.0,10-0464
12380,13.0,10-0465
12381,61.0,10-0467
12382,40.0,10-0468
12383,-1.0,10-0469
12384,67.0,10-0471
12385,-1.0,10-0472
12386,-1.0,10-0474
12387,-1.0,10-0475
12388,6.0,10-0476
12389,41.0,10-0477
12390,45.0,10-0478
12391,-1.0,10-0479
12392,-1.0,10-0481
12393,17.0,10-0482
12394,4.0,10-0483
12395,-1.0,10-0484
12396,45.0,10-0485
12397,-1.0,10-0486
12398,0.0,10-0488
12399,55.0,10-0489
12400,-1.0,10-0491
12401,61.0,10-0492
12402,0.0,10-0494
12403,-1.0,10-0495
12404,32.0,10-0497
12405,0.0,10-0498
12406,0.0,10-0499
12407,-1.0,10-0501
12408,94.0,10-0502
12409,66.0,10-0503
12410,0.0,10-0504
12411,-1.0,10-0506
12412,62.0,10-0507
12413,8.0,10-0508
12414,28.0,10-0509
12415,-1.0,10-0511
12416,12.0,10-0512
12417,-1.0,10-0513
12418,-1.0,10-0514
12419,19.0,10-0515
12420,-1.0,10-0516
12421,20.0,10-0519
12422,44.0,10-0521
12423,1.0,10-0522
12424,48.0,10-0523
12425,51.0,10-0524
12426,-1.0,10-0525
12427,4.0,10-0526
12428,23.0,10-0527
12429,0.0,10-0528
12430,-1.0,10-0529
12431,13.0,10-0531
12432,-1.0,10-0532
12433,-1.0,10-0533
12434,2.0,10-0534
12435,3.0,10-0536
12436,4.0,10-0537
12437,-1.0,10-0538
12438,4.0,10-0539
12439,33.0,10-0541
12440,-1.0,10-0542
12441,12.0,10-0543
12442,2.0,10-0544
12443,-1.0,10-0545
12444,11.0,10-0546
12445,-1.0,10-0548
12446,28.0,10-0549
12447,18.0,10-0552
12448,-1.0,10-0553
12449,-1.0,10-0554
12450,7.0,10-0556
12451,-1.0,10-0557
12452,28.0,10-0558
12453,33.0,10-0561
12454,15.0,10-0562
12455,24.0,10-0563
12456,-1.0,10-0564
12457,31.0,10-0565
12458,3.0,10-0567
12459,10.0,10-0568
12460,0.0,10-0569
12461,-1.0,10-0571
12462,-1.0,10-0572
12463,4.0,10-0573
12464,-1.0,10-0574
12465,17.0,10-0575
12466,20.0,10-0576
12467,10.0,10-0578
12468,-1.0,10-0579
12469,85.0,10-0581
12470,5.0,10-0582
12471,-1.0,10-0584
12472,-1.0,10-0585
12473,11.0,10-0586
12474,-1.0,10-0587
12475,-1.0,10-0588
12476,-1.0,10-0589
12477,-1.0,10-0591
12478,-1.0,10-0592
12479,62.0,10-0593
12480,20.0,10-0594
12481,-1.0,10-0595
12482,14.0,10-0596
12483,-1.0,10-0598
12484,-1.0,10-0599
12485,19.0,10-0601
12486,-1.0,10-0602
12487,-1.0,10-0603
12488,15.0,10-0604
12489,3.0,10-0605
12490,13.0,10-0606
12491,49.0,10-0607
12492,70.0,10-0608
12493,24.0,10-0609
12494,24.0,10-0613
12495,-1.0,10-0614
12496,2.0,10-0615
12497,-1.0,10-0616
12498,20.0,10-0617
12499,-1.0,10-0618
12500,-1.0,10-0619
12501,-1.0,10-0621
12502,0.0,10-0622
12503,1.0,10-0623
12504,0.0,10-0624
12505,1.0,10-0625
12506,4.0,10-0626
12507,-1.0,10-0627
12508,42.0,10-0628
12509,12.0,10-0629
12510,41.0,10-0631
12511,79.0,10-0632
12512,-1.0,10-0633
12513,26.0,10-0634
12514,25.0,10-0635
12515,0.0,10-0636
12516,0.0,10-0637
12517,75.0,10-0638
